"Name","Gross Export","Share","Code","Sector"
"Worked cereal grains","138936","0.00002839809051867832","1104","Agriculture"
"Potato flour","1083105","0.0002213833263605767","1105","Agriculture"
"Flour of dried legumes","4003458","0.0008182944857468681","1106","Agriculture"
"Malt","2360","4.823767319059195e-7","1107","Agriculture"
"Starches","16895202","0.003453327256631507","1108","Agriculture"
"Wheat gluten","79571","0.000016264067345121154","1109","Agriculture"
"Soya beans","23407","0.000004784318713441466","1201","Agriculture"
"Peanuts","5424288","0.0011087077620154646","1202","Agriculture"
"Linseed","35682","0.0000072932909101131445","1204","Agriculture"
"Rape or colza seeds","1792","3.6627928117602023e-7","1205","Agriculture"
"Sunflower seeds","68109","0.000013921269844652658","1206","Agriculture"
"Other oil seeds","43503496","0.008891980604645019","1207","Agriculture"
"Flours of oil seeds","859816","0.00017574374242390682","1208","Agriculture"
"Seeds used for sowing","34531648","0.007058162504053213","1209","Agriculture"
"Plants used in perfumery, pharmacy or insecticide","52394680","0.010709311232057817","1211","Agriculture"
"Seaweeds & edible vegetable products","4691896","0.0009590090927637527","1212","Agriculture"
"Cereal straw and husks","131912","0.00002696240655049731","1213","Agriculture"
"Forage products","15710048","0.0032110854289513252","1214","Agriculture"
"Lac","324162","0.00006625771447800283","1301","Agriculture"
"Vegetable saps and extracts","110680584","0.022622770506507885","1302","Agriculture"
"Vegetable materials used for plaiting","275054","0.00005622019051595373","1401","Agriculture"
"Vegetable products n.e.c.","41525292","0.00848764179932162","1404","Agriculture"
"Pig and poultry fat, rendered","883416","0.000180567509742966","1501","Agriculture"
"Fish oils","27951296","0.0057131588207690685","1504","Agriculture"
"Wool grease","1071038","0.00021891686872332723","1505","Agriculture"
"Other animal fats and oils","6221","0.0000012715532411808158","1506","Agriculture"
"Soybean oil","25181604","0.005147042305791962","1507","Agriculture"
"Peanut oil","450172","0.00009201377040489475","1508","Agriculture"
"Olive oil","96426","0.000019709177436762793","1509","Agriculture"
"Palm oil","1583937","0.0003237518447478248","1511","Agriculture"
"Sunflower seed oil","27844508","0.005691331682444165","1512","Agriculture"
"Coconut & palm kernel oil","1686115","0.0003446367132701481","1513","Agriculture"
"Rapeseed, colza or mustard oil,","2998029","0.0006127878945674458","1514","Agriculture"
"Other vegetable fats and oils","181933024","0.037186549806305605","1515","Agriculture"
"Vegetable fats, hydrogenated","1708728","0.00034925874082887207","1516","Agriculture"
"Margarine","32024984","0.0065458081022285435","1517","Agriculture"
"Animal or vegetable fats and oils, processed","2716860","0.0005553178168838629","1518","Agriculture"
"Stearic acid","1076239","0.00021997993710580295","1519","Agriculture"
"Glycerol","743235","0.00015191494505851531","1520","Agriculture"
"Vegetable waxes and beeswax","14920111","0.0030496247389210007","1521","Agriculture"
"Degras and wax residues","529606","0.00010824983537193492","1522","Agriculture"
"Sausages","14689365","0.00300246096714966","1601","Agriculture"
"Other prepared or preserved meat","53778412","0.010992141791377155","1602","Agriculture"
